"id","project_code","year_of_subsidy_sanct","state_name","state_code","district_name","district_code","agency","supported_by","beneficiary_name","project_address","current_status","project_cost","amount_sanct"
3823,"46/18-EMC/ MH-82","2012-13","Maharashtra","27","Raigarh","386","NHM/HMNEH","nan","M/s Fruit Ville, Raigad","A/p- Kharsundi, Tal. Khalapur, Dist.-Raigad","Completed",210.56,61.6
3824,"44/17-EMC/ MH-21","2012-13","Maharashtra","27","Thane","497","NHM/HMNEH","nan","M/s Krushi Foods and Spices Private Limited","MIDC, T.T.C Industrial Area, Khairane","Completed",520.0,57.6
3825,"42/18-EMC/ MH-22","2012-13","Maharashtra","27","Jalgaon","478","NHM/HMNEH","nan","M/s Meghraj Cold Storage","G.No. 321/1, A/p â€“ Paldi Bu., Sawada Ringangaon Road, Tal- Dharangaon","Completed",270.0,68.64
3826,"52/20-EMC/ MH-87","2012-13","Maharashtra","27","Ahmednagar","466","NHM/HMNEH","nan","M/s NIB Enterprises, Dist.- Ahmednagar","A/p- Panchpir Chawadi, Maliwada, Bhopale Galli, Tal.- Dist.- Ahmednagar","Completed",30.0,8.76
3827,"45/18-EMC/ MH-81","2012-13","Maharashtra","27","Kolhapur","480","NHM/HMNEH","nan","M/s Sanjeevani Agro Phale & Phal Kharedi Vikri Sahakari, Sanshta Maryadit, Tamdalage","A/p- Tamdalage, Tal. Shirol, Dist.-Kolhapur","Completed",27.07,9.23
3828,"44/18-EMC/ MH-80","2012-13","Maharashtra","27","Jalgaon","478","NHM/HMNEH","nan","M/s Sunshine Agro Ripening Chamber","A/p- Gat No. 130 Anturli Road â€“ Anturli, Tal. Muktainagar, Dist.- Jalgaon","Completed",61.0,9.3
3829,"29/19-EMC/ MH-23","2012-13","Maharashtra","27","Dhule","474","NHM/HMNEH","nan","M/s. Agarwal Cold Storage and Warehouse","At- Ajande Khurd, Tal.- Shirpur","Completed",287.92,133.98
3830,"55/20-EMC/ MH-128","2012-13","Maharashtra","27","Ahmednagar","466","NHM/HMNEH","nan","M/S. Daulat Refreshment Pvt. Ltd.","Ghargaon, Tal. â€“ Sangamner, Dist.- Ahmednagar","Completed",8.6,3.3
3831,"48/20-EMC/ MH-45","2012-13","Maharashtra","27","Sangli","493","NHM/HMNEH","nan","M/s. Krishna Agrotech, Sangli","G. No. 412, A/p â€“ Tanang, Tal- Miraj, Dist - Sangli","Completed",129.37,42.67
3832,"47/20-EMC/ MH-44","2012-13","Maharashtra","27","Sangli","493","NHM/HMNEH","nan","M/s. Manohar Cold Storage and Agrotech","Gat No. 423, A/p. Tanang, Tal- Miraj","Completed",459.18,145.52
3833,"53/20-EMC/ MH-88","2012-13","Maharashtra","27","Sangli","493","NHM/HMNEH","nan","M/s. P.S.P Agro, Dist.- Sangli","Gat No. 2905, A/p- Kasegaon, Tal. Walva Dist - Sangli","Completed",16.85,3.74
3834,"50/20-EMC/ MH-85","2012-13","Maharashtra","27","Jalna","479","NHM/HMNEH","nan","M/s. Shivshakti Enterprises","II Phase, B.T. Park, Plot No. 09, Jalna, Dist- Jalna","Completed",36.47,11.42
3835,"51/20-EMC/ MH-86","2012-13","Maharashtra","27","Pune","490","NHM/HMNEH","nan","M/s. Shri Swami Samarth Banana Ripening Chamber","Inamdar Vasti, Koregaon Mul, Tal. Haveli, Dist. Pune","Completed",375.37,126.5
3836,"49/20-EMC/ MH-84","2012-13","Maharashtra","27","Amravati","468","NHM/HMNEH","nan","M/s. Shrikrishna Banana Ripening Center","Near Motor Stand Opp. Govt. Hospital, Pathrot, Tal- Achalapur, Dist- Amravati","Completed",41.03,10.95
3837,"43/18-EMC/ MH-79","2012-13","Maharashtra","27","Pune","490","NHM/HMNEH","nan","Shri Chakradhar Agro","A/p- Urulikachan, Tal. Haveli, Dist. Pune","Completed",94.88,44.81
3838,"54/20-EMC/ MH-127","2012-13","Maharashtra","27","Sangli","493","NHM/HMNEH","nan","Shri Mahadev Pandurang Kadam","Somvar Peth, Nazare Galli, Tal- Shirala, Dist- Sangli","Completed",24.2,11.95
3839,"30/19-EMC/ MH-83","2012-13","Maharashtra","27","Ahmednagar","466","NHM/HMNEH","nan","Shri Ramchandra Baban Dharak","A/p- Nalegaon, Tal. â€“ Dist.- Ahmednagar","Completed",12.27,4.49
3840,"68/24-EMC/ MH-48","2013-14","Maharashtra","27","Pune","490","NHM/HMNEH","nan","M/s Blooming Dale Floritech","Floriculture Park, Talegaon Dabhade, Tal- Maval","Completed",98.7,33.0
3841,"20/22-EMC/MH-27","2013-14","Maharashtra","27","Mumbai","482","NHM/HMNEH","nan","M/s Eskimo Ice Manufacturing Co. Pvt. Ltd.","P No. A-32, MIDC Mahape, T.T.C. Industrial Area","Completed",700.0,80.0
3842,"23/22-EMC/ MH-94","2013-14","Maharashtra","27","Ahmednagar","466","NHM/HMNEH","nan","M/s Mohammad Asad& Brothers","A/p- Gat No. 148/2/2, Bagwan Mala, Near Nagar Road, Sangamner, Tal. Sangamner, Dist. Ahmednagar","Completed",111.32,17.08
3843,"22/22-EMC/ MH-93","2013-14","Maharashtra","27","Buldhana","472","NHM/HMNEH","nan","M/s Nilkanth Banana Ripening","A/p- Kakanwada, Tal. Sangrampur, Dist- Buldhana","Completed",12.52,3.92
3844,"36/21-EMC/ MH-24","2013-14","Maharashtra","27","Pune","490","NHM/HMNEH","nan","M/s Nirmal Cold Storage","Plot No. 31, Nagar Road, A/p.- Shikrapur, Tal.- Shirur","Completed",500.06,120.0
3845,"69/24-EMC/ MH-49","2013-14","Maharashtra","27","Satara","494","NHM/HMNEH","nan","M/s P.D. Shah & Sons","A/p- Plot no. B - 123, Wai Industrial Area, Wai, Tal- Wai","Completed",763.51,140.18
3846,"72/24-EMC/ MH-106","2013-14","Maharashtra","27","Thane","497","NHM/HMNEH","nan","M/s Palghar Banana Ripening Center","A/p- Plot No. 17, S. No. 28 A Devisha Chal Road, Palghar, Tal- Palghar, Dist- Thane","Completed",49.85,9.04
